country.name,country.iso,region,entities,eu.member,text.category,text.type,source.name,source.link,start.year,end.year,start.date,end.date,complete,retrieval.way,file.type,primary.secondary,storage,archive,init.source,scientific,source.type,meta.vars,organization.name.av,annot.av,codebook.av,vars,analysis.type,full.text.av,text.ready,corpus.type,registration,free.access,copyright,copyright.owner,notes,,,,,,,
Greece,GR,national,"GR: ND, KKE, SYN, PASOK, Pola, SYRIZA, DIKKI, LAOS, Oikologoi Prasinoi, ",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1974,2015,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Ireland,IE,national,"IE: WP, Labour, Fine Gael, Fianna Fail, Greens, PD, DLP, SF, ULA, AAA, Independent, PBPA, Social Democrats, Renua",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2016,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Italy,IT,"national, subnational","IT: DP, DS, PSI, PSDI, PRI, PLI, PPI, AN, Federazione delle Liste Verdi, PRC, PI, FI, LN, LR, Lista Pannella-Sgarbi, CCD, IdV, Casa della Liberta, UdC, La Destra - Fiamma Tricolore, PdL, La Sinistra Arcobaleno, PD, SEL, Fare per Fermare il Declino, SC, M5S, Potere al Popolo, Liberi e Ugali, Piu Europa, Casapound Italia, FDI",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1983,2018,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Luxembourg,LU,national,"LU: GAP, LSAP/POSL, DP/PD, CSV/PCS, GLEI, Die Lenk/La Gauche, ADR, KPL/PCL",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1984,2018,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Malta,MT,national,"MT: PL, PN, Alternattiva Demokratika",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2013,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Netherlands,NL,"national, subnational","NL: CPN, PSP, PPR, PvdA, D'66, VVD, SGP, RPF, CDA, GPV, GL, Centrumdemocraten, Unie 55+, AOV, LN, CU,LPF, SP, PvdD, PVV, 50PLUS, Partij voor het Noorden, Fryske Nasjonale Partij, DENK, FvD",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Norway,NO,national,"NO: NKP, SV, dann, V, KrF, H, Sp, FrP, Det Liberale Folkeparti, MDG, Rødt",0,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1981,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Poland,PL,national,"PL: SLD, Partia Demokratyczna, SP, Solidarnosc, Polska Unia Socialdemokratyczna, KLD, PPPP, UPR, Kolo Poselskie Demokratyzcne, ChDSP, POC, PChD, WAK, KPN, PX, PL, PSL, RAS, MN, Koalicija dla rzeczpospolitej, BBWR, UW, AWS, ROP, SLD-UP, PO, PiS, SRP, LPR, LiD, RP, Polska jest Najwazniejsza, Kongres Nowej Prawicy",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1991,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Portugal,PT,national,"PT: UDP, PCP, PS, Frente republicana e sicialista, PSD, Partido Popular, Alianca povo unido, MDP, PRD, PEV, PSN, BE, CDS-PP, CDU",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1980,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Spain,ES,"national, subnational","ES: PSOE, UCD, CDS, PNV/EAJ, Izquierda Unida, PP, CC, CiU, Izquierda Unida-Los Verdes, Nafarroa Bai, EA, UPN, PAR, ERC, BNG, CHA, PRC, Unión de Pueblo Leonés, Partido Riojano, Convergencia Demócratas de Navarra, UPyD, Equo, Alternativa Galega de Esquerda, EH Bildu, En Comú Podem, Podemos, DL, Partit dels Socialistes de Catalunya, El Pi - Proposta par les Illes Baleares, UDC Unió Democràtica de Catalunya, NC Nueva Canarias, Crida Constituent, Junts pel sí, Nós–Candidatura Galega, Catalunya sí que es pot, C's, Cabiar Espana, En marea, VOX",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1982,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Sweden,SE,"national, subnational","SE: V, SAP, FP, MSP, CP, MP, KdS, NyD, SD, ",1,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1982,2018,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Switzerland,CH,"national, subnational","CH: SPS/PSS, FDP/PLR, CVP/PDC, SVP/UDC, GPS/PES, EVP/PEV, SD/DS, FPS, LdU/AdI, LPS/PLS, EDU/UDF, PdAS/PdTS, LdT, GLP, Alternative Liste, BDP/PBD, Piratenpartei, Mouvement citoyens vaudois, Feministische Grüne Alternative, CSP/PSC",0,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1983,2019,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
United Kingdom,GB,"national, subnational","GB: Labour, Liberal Party, Conservatives, LibDems, SF, PC, UUP, SNP, DUP, UKIP, Scottish Labour Party and Scottish Liberal Democrats, Scottish Green Party, GPEW, Alliance, British National Party, SDLP, Libertarian Party, Liberal Democratic Party, RISE",0,"Manifesto, Party Programme","Manifesto, Party programme",Political Documents Archive,http://polidoc.net/,1983,2017,,,0,1,".pdf, .txt",2,1,0,"Kenneth Benoit, Thomas Bräuninger, and Marc Debus  (2009). “Challenges for estimating policy preferences: Announcing an open access archive of political documents.” German Politics 18(3): 440-453. (doi: 10.1080/09644000903055856 ); Gross, Martin and Marc Debus (2018). ""Does EU regional policy increase parties’ support for European integration?"", West European Politics 41 (3): 594-614.; Pappi, Franz Urban and Nicole Seher (2014). ""Die Politikpositionen der deutschen Landtagsparteien und ihr Einfluss auf die Koalitionsbildung"". In: Eric Linhart, Bernhard Kittel, André Bächtiger (Eds), Räumliche Modelle der Politik. Wiesbaden: Springer VS, 171-205; Pappi, Franz Urban and Nicole Seher (2009). ""Party Election Programmes, Signalling Policies and Salience of Specific Policy Domains: The German Parties from 1990 to 2005"". German Politics 18(3): 403-425.",1,1,"country, year, partyname, CMP code, programe name",1,0,0,NA,0,1,1,0,1,1,1,,,,,,,,,
Spain,ES,subnational,"ES: PP, PSOE, CC, PSC, CiU, ERC, ICV-EUiA, C's y CUP, BNG, PSE, IU, EH Bildu",1,Manifesto,Manifesto,Regional Manifesto Project,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GAGVSZ,2004,2016,,,1,1,.pdf,2,3,0,"Gómez Fortes, Braulio; Alonso Sáenz De Oger, Sonia; Cabeza Pérez, Laura (2013). ""Regional Manifestos Project Dataset"", https://doi.org/10.7910/DVN/GAGVSZ , Harvard Dataverse, V2, UNF:5:qDybC7EXtB+yEHorIr4JjQ== [fileUNF]",1,1,"partyname, election year",1,0,1,"Country, Code_country, region, Code_reg, Election_type, Election_year, Code_party_year, Observations, C00_104, C00_105, C00_107, C00_110, C00_201",1,1,0,0,0,1,1,,,,,,,,,
United Kingdom,GB,subnational,"GB: Scottish Conservative Party, Scottish National Party y Scottish Labour, Welsh Labour, Welsh Conservative Party y Plaid Cymru",1,Manifesto,Manifesto,Regional Manifesto Project,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GAGVSZ,2011,2011,,,1,1,.pdf,2,3,0,"Gómez Fortes, Braulio; Alonso Sáenz De Oger, Sonia; Cabeza Pérez, Laura (2013). ""Regional Manifestos Project Dataset"", https://doi.org/10.7910/DVN/GAGVSZ , Harvard Dataverse, V2, UNF:5:qDybC7EXtB+yEHorIr4JjQ== [fileUNF]",1,1,"partyname, election year",1,0,1,"Country, Code_country, region, Code_reg, Election_type, Election_year, Code_party_year, Observations, C00_104, C00_105, C00_107, C00_110, C00_201",1,1,0,0,0,1,1,,,,,,,,,
Denmark,DK,national,"DK: Alternativet, Bondepartiet, CD, DKP, DKP/ML, DNSAP, DF, DS, De Moderate, DU, RV, Det Frie Folkeparti, Det frie Socialdemokrati, Det frisindede Landsparti, KF, EL, Erhvervspartiet, Folkebevægelsen mod EU - Folkebevægelsen mod EF, Fredspolitisk Folkeparti, FP, Frihedskæmperne, Frihedspartiet, FK, Højre, JuniBevægelsen, KAm-I, KAP, Kommunistisk Parti, KrF, K, Landmandspartiet, Liberal Alliance, LC, Minoritetspartiet, National Samvirke, NY, RF, Samfundspartiet, Selvstyre-Partiet, SD, SAP, SF, V, VS, Visions-Partiet;",1,Party Programme,Party Programme,Det kongelike bibliothek,http://www5.kb.dk/pamphlets/dasmaa/2008/feb/partiprogrammer/subject254/da/,1900,2014,,,0,1,.pdf,,2,1,,0,1,"partyname, year, title",1,0,0,NA,0,1,0,0,0,1,0,Det Kongelike Bibliotek,,,,,,,,
Netherlands,NL,national,"NL:  De Groenen, NIDA, Code Oranje, Partij voor de Republiek, DENK, 50PLUS, De Jongeren Partij, D'66, PVV, Ja21, Jezus Leeft, SGP, CU, Lijst Henk Krol, UCF, CDA, PvdA, NLBeter, Partij van de Eenheid, IDNL, Trots op Nederland, Nieuwe Democratie, PvdD, Partij voor de Bomen, Bij1, VVD, JONG, Modern Nederland, SP, FvD, VSN, GL, Volt, BoerBurgerBeweging, Partij voor de Mens en alle overige aardbewoners, Libertaire Partij, Splinter, De Feestpartij, BIpartij, Het Zetel Genootschap, Oprecht, Lijst 30, Piratenpartij, Wij zijn Nederland, FvD, PES, ALDE, vandeRegio & Piratenpartij, Europese Volkspartij, CU; SGP, ECPM, EGP, Beekdaelen Lokaal, Hogeland Lokaal Centraal, Progressief, Sterk Westerkwartier, Eerste Lokale Partij Noardeast-fryslân, Student en Stad, FNP, Dorpsbelangen, GemeenteBelangen, NZLokaal, DoeMee!, 100% Groningen, Lokalen Hoeksche Waard, Forza!, EEN Haarlemmermeer, Hoeksche Waardse Senioren Partij, Comstrijen 98, Sociaal Rechts Haarlemmermeer, JEZUS LEEFT, Altena Lokaal, VZ Westerkwartier, Vernieuwingsgroep, GEZOND Haarlemmermeer, Sociaal in Noardeast-Fryslân, Sportpartij, VHL Lokaal, Puur, Hart voor alle kernen, Verenigd West Betuwe, Waddenpartij, CU - SGP, Stad en Ommeland, Leefbaar Lokaal Belang, CDVP, Lijst Salman Noordwijk, Haarlemmermeerse Actieve Politiek, MenS, Vrijzinnige Partij, PAL GL, Artikel 1, LIJST058, Sociaal Zevenaar, GBTL, Vrede en Recht, Vrije Democratische Partij, Nieuwe Wegen, Lokaal Belang, SAM, Jezusleeft, DBB, OndernemersPartij, De Republikeinen, Lokaal in de Kamer, Nederlandse Klokkenluiders Partij, De Seniorenpartij, Libertarische Partij, Basisinkomen Partij, Verenigd Links, STERK, VNL, Aandacht en Eenvoud, Rosmalens Belang, Ikkiesvooreerlijk.eu, PSP'92, European Left, EFA, LibDem, IQ, de Rechten-Plichten Partij, Artikel 50, Bossche Volkspartij, De Bossche Groenen, AEP, LPF & NKP, RijnGouweLokaal, Nieuwe Leeuwarder Partij, Nieuw Elan, Partij van de Toekomst, Partij voor Mens en Spirit, Nederlandbeter, DPK, SOPN, Anti Europa Partij, DPN, Nederland Lokaal, PVDM, Partij één, Lijst 17, Nieuw Nederland, Heel Nederland, TON, Libertas, Solidara, ELDR, Europa Voordelig! en Duurzaam, Newropeans, EKP, LRVP - het Zeteltje, PNVD, LPF, Lijst 21/Islam-Democraten, SMP, EénNL, Lijst 14, Continue Directe Democratie Partij, Groen Vrij! Internet Partij, Nederland Transparant, Tamara's Open Partij, PVN, Nieuw Rechts, NVU, VSP, Leefbaar Europa, Respect.Nu, Europa Transparant, Democratisch Europa, Partij voor het Noorden, Leefbaar Nederland, Duurzaam Nederland, NCPN, AVD, Lijst Veldhoen, De Conservatieven.nl, Ratelband.nl, VIP; OuderenUnie, Natuurwetpartij, NMP, Nederland Mobiel, PvdA; PES, SGP; GPV; RPF, Europese Partij, EFGP, CDA; Europese Volkspartij, Lijst Sala, Europees Verkiezers Platform Nederland, Senioren 2000, Kiezerscollectief (Lijst 21), VIP, RPF, Unie 55+; AOV, CD, GPV, KPP, JIJ & IdeALISTEN, Burgerpartij Nederland, Algemene Democratische Partij, CP'86, AOV, Rebel, SAP, SBP, Patriottisch Democratisch Appèl, Federatieven, Republikeinse Volks Partij 2000+, Groene partijen in de Europese Unie, Partij voor Milieu en Recht, Solidair '93, De Nieuwe Partij, Politieke Unie 55+, Partij Democratisch Socialisten, Bejaarden Centraal, PPR, De Groenen; Europese Groenen, VCN, Regenboog, AWP, EVP, Milieu-Defensie-Partij, Realisten Nederland, IDE, VMP, Staatkundige Federatie, HP, PPvO, God met ons, GAP, HDL, Vrouwenpartij, Grönneger Bond, Humanistische Partij, PAB, Loesje, CPN, Centrumpartij, Partij Geluk voor Iedereen, PSP, Partij voor de Middengroepen, ELD, Europese Groenen, FSPEG, Groen Progressief Akkoord; CPN; Groene Partij Nederland; PPR; PSP, DS'70, RKPN, SOS, Internationale Kommunistenbond, EPV, Realisten '81, Kleine Partij, RVP, CSPEC, VVD, ELD, DAC, KEN (m.l.), Boerenpartij, ARP; CHU; KVP, PvdA; D'66; PPR, DMP, KVP, CHU, ARP, Binding-Rechts, Landelijke Partij voor Bejaarden, Christen Democraten Unie, NCU, LVP, Noodraad-Partij, Christen-Radikalen, Progressief Rechts, Nederlandse Werknemerspartij, Lijst Voogd, Partij voor Ongehuwden, Liberale Staatspartij, Partij Economisch Appèl, Nieuwe Democratische Partij, CVP, Brug-groep, NVB, NOU, Nationale Unie, Middenstandspartij voor handel, industrie, ambacht, land en tuinbouw, Socialistische Unie, Jong-Conservatief Verbond, KNP, Recht en Vrijheid, Onafhankelijke Nationale Groep, Oude SDAP VPW, PvdV, Protestantsche Unie, SDAP, RKSP, NSB, LSP, VDB, Christelijk-Democratische Unie, Katholiek Democratische Bond, HGSP, Verbond voor Nationaal Herstel, NSNAP, Nederlandsche Christelijke Arbeiders Partij, Algemeen Democratische Unie, RSP, Roomsch-Katholieke Volkspartij, CPH, Nationale Boeren-, Tuinders- en Middenstandspartij, Plattelandersbond, Democratische Partij, Middenpartij voor Stad en Land, Verbond van Actualisten, Protestantsche Volkspartij, Christen-Democratische Partij, Nationale Partij, Grondpartij, NKP, Liberale Partij, Unionisten Liga, Verbond tot Democratisering der Weermacht, Algemeene Nederlandse Vrouwenorganisatie, Christelijk-Sociale Partij, Staatspartij voor Volkswelvaart, Socialistische Partij, Nederlandse Bond van Belastingbetalers, Economische Bond, Liberale Unie, Bond van Christen-Socialisten, Nationale Bond van Protestantsche Kiezers in Nederland, Bond van Vrije Liberalen, SDP, Middenstandspartij, Economischen Bond, NWP, Nationaal-Historische Partij, Algemeene Bond van Roomsch-Katholieke Kiesvereenigingen in Nederland, Katholieke leden van de Tweede Kamer der Staten Generaal, Vrijzinnige Kiesvereeniging ""Vooruitgang"", te Amsterdam, Christelijk-Historische Kiezersbond, Radicale Bond",1,Manifesto,Manifesto,Rijksuniversiteit Gronningen,https://dnpprepo.ub.rug.nl/cgi/search/archive/advanced?screen=Search&dataset=archive&party_merge=ALL&party=&title_merge=ALL&title=&date=&type=verkiezingsprogramma&documents_merge=ALL&documents=&satisfyall=ALL&order=-date%2Fcreators_name%2Ftitle&_action_search=Search,1888,2021,,,0,1,.pdf,,2,1,,0,1,"partyname, year, title",1,0,0,NA,0,1,0,0,0,1,1,,,,,,,,,
Norway,NO,national,"NO: DnA, FrP, H, KrF, Sp, SV, V",0,Manifesto,Manifesto,NSD Norsk senter for forskningsdata,https://www.nsd.no/polsys/data/parti/partidokumentarkivet/?q=&rows=10&fq=doktype:2,1885,2021,,,0,1,".pdf, .rtf",,2,1,,1,1,"partyname, document type, year",1,0,0,NA,0,1,0,0,0,1,1,,,,,,,,,
